GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Fujian-Wind_EP-ep-40025,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40045,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40106,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40133,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40162,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40190,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40218,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40241,2040.12.19.08,0.5739
Fujian-Wind_EP-ep-40259,2040.12.19.08,0.5739
Jiangsu-Central_PV-474,2040.12.19.08,0.311576
Jiangsu-Central_PV-475,2040.12.19.08,0.301202
Jiangsu-Central_PV-476,2040.12.19.08,0.308647
Jiangsu-Central_PV-477,2040.12.19.08,0.270875
Jiangsu-Central_PV-478,2040.12.19.08,0.294133
Jiangsu-Central_PV-570,2040.12.19.08,0.279068
Jiangsu-Central_PV-571,2040.12.19.08,0.305472
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.08,0.295853
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.08,0.295853
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.08,0.295853
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.08,0.295853
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.08,0.295853
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.08,0.295853
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.08,0.295853
Jiangsu-Commercial_PV-129,2040.12.19.08,0.0
Jiangsu-Commercial_PV-170,2040.12.19.08,0.224671
Jiangsu-Commercial_PV-74,2040.12.19.08,0.254411
Jiangsu-Commercial_PV-75,2040.12.19.08,0.253868
Jiangsu-Commercial_PV-76,2040.12.19.08,0.262161
Jiangsu-Commercial_PV-77,2040.12.19.08,0.227766
Jiangsu-Commercial_PV-78,2040.12.19.08,0.244731
Jiangsu-Offshore_Wind-13135,2040.12.19.08,0.0244056
Jiangsu-Residential_PV-274,2040.12.19.08,0.247787
Jiangsu-Residential_PV-275,2040.12.19.08,0.247444
Jiangsu-Residential_PV-276,2040.12.19.08,0.255793
Jiangsu-Residential_PV-277,2040.12.19.08,0.221771
Jiangsu-Residential_PV-278,2040.12.19.08,0.237101
Jiangsu-Residential_PV-357,2040.12.19.08,0.0
Jiangsu-Residential_PV-370,2040.12.19.08,0.219787
Jiangsu-Wind-1078,2040.12.19.08,0.0231636
Jiangsu-Wind-1079,2040.12.19.08,0.0231636
Jiangsu-Wind-1080,2040.12.19.08,0.0231636
Jiangsu-Wind-1084,2040.12.19.08,0.0231636
Jiangsu-Wind-1085,2040.12.19.08,0.0231636
Jiangsu-Wind-1088,2040.12.19.08,0.0231636
Jiangsu-Wind-1089,2040.12.19.08,0.0231636
Jiangsu-Wind-1092,2040.12.19.08,0.0231636
Jiangsu-Wind-1093,2040.12.19.08,0.0231636
Jiangsu-Wind-1094,2040.12.19.08,0.0231636
Jiangsu-Wind-1096,2040.12.19.08,0.0231636
Jiangsu-Wind-1159,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40015,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40031,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40053,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40089,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40116,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40143,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40172,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40200,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40227,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40249,2040.12.19.08,0.0231636
Jiangsu-Wind_EP-ep-40270,2040.12.19.08,0.0231636
Shanghai-Central_PV-509,2040.12.19.08,0.337694
Shanghai-Central_PV_EP-ep-50003,2040.12.19.08,0.337694
Shanghai-Central_PV_EP-ep-50005,2040.12.19.08,0.337694
Shanghai-Central_PV_EP-ep-50044,2040.12.19.08,0.337694
Shanghai-Central_PV_EP-ep-50074,2040.12.19.08,0.337694
Shanghai-Central_PV_EP-ep-50103,2040.12.19.08,0.337694
Shanghai-Central_PV_EP-ep-50164,2040.12.19.08,0.337694
Shanghai-Commercial_PV-109,2040.12.19.08,0.287622
Shanghai-Offshore_Wind-13152,2040.12.19.08,0.0228922
Shanghai-Residential_PV-309,2040.12.19.08,0.279837
Shanghai-Wind-1068,2040.12.19.08,0.0493392
Shanghai-Wind-1069,2040.12.19.08,0.0493392
Shanghai-Wind-1072,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40003,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40020,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40037,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40070,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40096,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40124,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40151,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40179,2040.12.19.08,0.0493392
Shanghai-Wind_EP-ep-40255,2040.12.19.08,0.0493392
Zhejiang-Central_PV-547,2040.12.19.08,0.40157
Zhejiang-Central_PV-548,2040.12.19.08,0.365232
Zhejiang-Central_PV-549,2040.12.19.08,0.378878
Zhejiang-Central_PV-550,2040.12.19.08,0.364026
Zhejiang-Central_PV-551,2040.12.19.08,0.354575
Zhejiang-Central_PV_EP-ep-50011,2040.12.19.08,0.372856
Zhejiang-Central_PV_EP-ep-50025,2040.12.19.08,0.372856
Zhejiang-Central_PV_EP-ep-50052,2040.12.19.08,0.372856
Zhejiang-Central_PV_EP-ep-50082,2040.12.19.08,0.372856
Zhejiang-Central_PV_EP-ep-50111,2040.12.19.08,0.372856
Zhejiang-Central_PV_EP-ep-50142,2040.12.19.08,0.372856
Zhejiang-Central_PV_EP-ep-50171,2040.12.19.08,0.372856
Zhejiang-Commercial_PV-147,2040.12.19.08,0.327626
Zhejiang-Commercial_PV-148,2040.12.19.08,0.307923
Zhejiang-Commercial_PV-149,2040.12.19.08,0.309909
Zhejiang-Commercial_PV-150,2040.12.19.08,0.294226
Zhejiang-Commercial_PV-151,2040.12.19.08,0.294716
Zhejiang-Offshore_Wind-13169,2040.12.19.08,0.134185
Zhejiang-Residential_PV-347,2040.12.19.08,0.318281
Zhejiang-Residential_PV-348,2040.12.19.08,0.299437
Zhejiang-Residential_PV-349,2040.12.19.08,0.300705
Zhejiang-Residential_PV-350,2040.12.19.08,0.286159
Zhejiang-Residential_PV-351,2040.12.19.08,0.2861
Zhejiang-Wind-1048,2040.12.19.08,0.0914823
Zhejiang-Wind-1051,2040.12.19.08,0.0914823
Zhejiang-Wind-1053,2040.12.19.08,0.0914823
Zhejiang-Wind-1054,2040.12.19.08,0.0914823
Zhejiang-Wind-1056,2040.12.19.08,0.0914823
Zhejiang-Wind-1059,2040.12.19.08,0.0914823
Zhejiang-Wind-1061,2040.12.19.08,0.0914823
Zhejiang-Wind-1065,2040.12.19.08,0.0914823
Zhejiang-Wind-1067,2040.12.19.08,0.0914823
Zhejiang-Wind-1157,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40023,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40041,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40062,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40068,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40077,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40102,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40130,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40159,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40185,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40213,2040.12.19.08,0.0914823
Zhejiang-Wind_EP-ep-40237,2040.12.19.08,0.0914823
Anhui-Central_PV-401,2040.12.19.12,0.489382
Anhui-Central_PV-402,2040.12.19.12,0.50274
Anhui-Central_PV-403,2040.12.19.12,0.502648
Anhui-Central_PV-404,2040.12.19.12,0.436287
Anhui-Central_PV_EP-ep-50012,2040.12.19.12,0.482764
Anhui-Central_PV_EP-ep-50026,2040.12.19.12,0.482764
Anhui-Central_PV_EP-ep-50053,2040.12.19.12,0.482764
Anhui-Central_PV_EP-ep-50083,2040.12.19.12,0.482764
Anhui-Central_PV_EP-ep-50112,2040.12.19.12,0.482764
Anhui-Central_PV_EP-ep-50143,2040.12.19.12,0.482764
Anhui-Central_PV_EP-ep-50173,2040.12.19.12,0.482764
Anhui-Commercial_PV-2,2040.12.19.12,0.709974
Anhui-Commercial_PV-3,2040.12.19.12,0.693781
Anhui-Commercial_PV-4,2040.12.19.12,0.641775
Anhui-Residential_PV-201,2040.12.19.12,0.686732
Anhui-Residential_PV-202,2040.12.19.12,0.680106
Anhui-Residential_PV-203,2040.12.19.12,0.655655
Anhui-Residential_PV-204,2040.12.19.12,0.61341
Anhui-Wind-1081,2040.12.19.12,0.0247953
Anhui-Wind-1082,2040.12.19.12,0.0247953
Anhui-Wind-1083,2040.12.19.12,0.0247953
Anhui-Wind-1155,2040.12.19.12,0.0247953
Anhui-Wind-1158,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40078,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40103,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40131,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40160,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40186,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40214,2040.12.19.12,0.0247953
Anhui-Wind_EP-ep-40256,2040.12.19.12,0.0247953
Fujian-Central_PV-407,2040.12.19.12,0.261929
Fujian-Central_PV-408,2040.12.19.12,0.246265
Fujian-Central_PV-409,2040.12.19.12,0.580417
Fujian-Central_PV-410,2040.12.19.12,0.470463
Fujian-Central_PV-411,2040.12.19.12,0.355247
Fujian-Central_PV-600,2040.12.19.12,0.484544
Fujian-Central_PV_EP-ep-50028,2040.12.19.12,0.399811
Fujian-Central_PV_EP-ep-50057,2040.12.19.12,0.399811
Fujian-Central_PV_EP-ep-50086,2040.12.19.12,0.399811
Fujian-Central_PV_EP-ep-50116,2040.12.19.12,0.399811
Fujian-Central_PV_EP-ep-50147,2040.12.19.12,0.399811
Fujian-Central_PV_EP-ep-50175,2040.12.19.12,0.399811
Fujian-Commercial_PV-10,2040.12.19.12,0.5712
Fujian-Commercial_PV-11,2040.12.19.12,0.413379
Fujian-Commercial_PV-200,2040.12.19.12,0.587494
Fujian-Commercial_PV-7,2040.12.19.12,0.279054
Fujian-Commercial_PV-8,2040.12.19.12,0.247281
Fujian-Commercial_PV-9,2040.12.19.12,0.75043
Fujian-Offshore_Wind-13118,2040.12.19.12,0.40578
Fujian-Residential_PV-207,2040.12.19.12,0.270532
Fujian-Residential_PV-208,2040.12.19.12,0.24092
Fujian-Residential_PV-209,2040.12.19.12,0.716594
Fujian-Residential_PV-210,2040.12.19.12,0.549179
Fujian-Residential_PV-211,2040.12.19.12,0.396275
Fujian-Residential_PV-400,2040.12.19.12,0.564633
Fujian-Wind-1021,2040.12.19.12,0.497711
Fujian-Wind-1022,2040.12.19.12,0.497711
Fujian-Wind-1024,2040.12.19.12,0.497711
Fujian-Wind-1029,2040.12.19.12,0.497711
Fujian-Wind-1035,2040.12.19.12,0.497711
Fujian-Wind-1042,2040.12.19.12,0.497711
Fujian-Wind-1044,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40001,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40008,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40025,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40045,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40106,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40133,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40162,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40190,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40218,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40241,2040.12.19.12,0.497711
Fujian-Wind_EP-ep-40259,2040.12.19.12,0.497711
Jiangsu-Central_PV-474,2040.12.19.12,0.482817
Jiangsu-Central_PV-475,2040.12.19.12,0.469973
Jiangsu-Central_PV-476,2040.12.19.12,0.472586
Jiangsu-Central_PV-477,2040.12.19.12,0.431566
Jiangsu-Central_PV-478,2040.12.19.12,0.452231
Jiangsu-Central_PV-570,2040.12.19.12,0.460393
Jiangsu-Central_PV-571,2040.12.19.12,0.461694
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.12,0.461609
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.12,0.461609
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.12,0.461609
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.12,0.461609
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.12,0.461609
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.12,0.461609
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.12,0.461609
Jiangsu-Commercial_PV-129,2040.12.19.12,0.782854
Jiangsu-Commercial_PV-170,2040.12.19.12,0.713502
Jiangsu-Commercial_PV-74,2040.12.19.12,0.700298
Jiangsu-Commercial_PV-75,2040.12.19.12,0.660117
Jiangsu-Commercial_PV-76,2040.12.19.12,0.675392
Jiangsu-Commercial_PV-77,2040.12.19.12,0.64752
Jiangsu-Commercial_PV-78,2040.12.19.12,0.670896
Jiangsu-Offshore_Wind-13135,2040.12.19.12,0.00582438
Jiangsu-Residential_PV-274,2040.12.19.12,0.674428
Jiangsu-Residential_PV-275,2040.12.19.12,0.636014
Jiangsu-Residential_PV-276,2040.12.19.12,0.652907
Jiangsu-Residential_PV-277,2040.12.19.12,0.616492
Jiangsu-Residential_PV-278,2040.12.19.12,0.641008
Jiangsu-Residential_PV-357,2040.12.19.12,0.275933
Jiangsu-Residential_PV-370,2040.12.19.12,0.688154
Jiangsu-Wind-1078,2040.12.19.12,0.0
Jiangsu-Wind-1079,2040.12.19.12,0.0
Jiangsu-Wind-1080,2040.12.19.12,0.0
Jiangsu-Wind-1084,2040.12.19.12,0.0
Jiangsu-Wind-1085,2040.12.19.12,0.0
Jiangsu-Wind-1088,2040.12.19.12,0.0
Jiangsu-Wind-1089,2040.12.19.12,0.0
Jiangsu-Wind-1092,2040.12.19.12,0.0
Jiangsu-Wind-1093,2040.12.19.12,0.0
Jiangsu-Wind-1094,2040.12.19.12,0.0
Jiangsu-Wind-1096,2040.12.19.12,0.0
Jiangsu-Wind-1159,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40015,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40031,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40053,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40089,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40116,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40143,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40172,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40200,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40227,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40249,2040.12.19.12,0.0
Jiangsu-Wind_EP-ep-40270,2040.12.19.12,0.0
Shanghai-Central_PV-509,2040.12.19.12,0.484258
Shanghai-Central_PV_EP-ep-50003,2040.12.19.12,0.484258
Shanghai-Central_PV_EP-ep-50005,2040.12.19.12,0.484258
Shanghai-Central_PV_EP-ep-50044,2040.12.19.12,0.484258
Shanghai-Central_PV_EP-ep-50074,2040.12.19.12,0.484258
Shanghai-Central_PV_EP-ep-50103,2040.12.19.12,0.484258
Shanghai-Central_PV_EP-ep-50164,2040.12.19.12,0.484258
Shanghai-Commercial_PV-109,2040.12.19.12,0.678568
Shanghai-Offshore_Wind-13152,2040.12.19.12,0.0
Shanghai-Residential_PV-309,2040.12.19.12,0.653591
Shanghai-Wind-1068,2040.12.19.12,0.028788
Shanghai-Wind-1069,2040.12.19.12,0.028788
Shanghai-Wind-1072,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40003,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40020,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40037,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40070,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40096,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40124,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40151,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40179,2040.12.19.12,0.028788
Shanghai-Wind_EP-ep-40255,2040.12.19.12,0.028788
Zhejiang-Central_PV-547,2040.12.19.12,0.521833
Zhejiang-Central_PV-548,2040.12.19.12,0.511275
Zhejiang-Central_PV-549,2040.12.19.12,0.514942
Zhejiang-Central_PV-550,2040.12.19.12,0.520338
Zhejiang-Central_PV-551,2040.12.19.12,0.497635
Zhejiang-Central_PV_EP-ep-50011,2040.12.19.12,0.513205
Zhejiang-Central_PV_EP-ep-50025,2040.12.19.12,0.513205
Zhejiang-Central_PV_EP-ep-50052,2040.12.19.12,0.513205
Zhejiang-Central_PV_EP-ep-50082,2040.12.19.12,0.513205
Zhejiang-Central_PV_EP-ep-50111,2040.12.19.12,0.513205
Zhejiang-Central_PV_EP-ep-50142,2040.12.19.12,0.513205
Zhejiang-Central_PV_EP-ep-50171,2040.12.19.12,0.513205
Zhejiang-Commercial_PV-147,2040.12.19.12,0.72696
Zhejiang-Commercial_PV-148,2040.12.19.12,0.701209
Zhejiang-Commercial_PV-149,2040.12.19.12,0.683314
Zhejiang-Commercial_PV-150,2040.12.19.12,0.711608
Zhejiang-Commercial_PV-151,2040.12.19.12,0.667276
Zhejiang-Offshore_Wind-13169,2040.12.19.12,0.0892675
Zhejiang-Residential_PV-347,2040.12.19.12,0.698342
Zhejiang-Residential_PV-348,2040.12.19.12,0.676694
Zhejiang-Residential_PV-349,2040.12.19.12,0.655553
Zhejiang-Residential_PV-350,2040.12.19.12,0.685569
Zhejiang-Residential_PV-351,2040.12.19.12,0.640579
Zhejiang-Wind-1048,2040.12.19.12,0.0655807
Zhejiang-Wind-1051,2040.12.19.12,0.0655807
Zhejiang-Wind-1053,2040.12.19.12,0.0655807
Zhejiang-Wind-1054,2040.12.19.12,0.0655807
Zhejiang-Wind-1056,2040.12.19.12,0.0655807
Zhejiang-Wind-1059,2040.12.19.12,0.0655807
Zhejiang-Wind-1061,2040.12.19.12,0.0655807
Zhejiang-Wind-1065,2040.12.19.12,0.0655807
Zhejiang-Wind-1067,2040.12.19.12,0.0655807
Zhejiang-Wind-1157,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40023,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40041,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40062,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40068,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40077,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40102,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40130,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40159,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40185,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40213,2040.12.19.12,0.0655807
Zhejiang-Wind_EP-ep-40237,2040.12.19.12,0.0655807
Anhui-Central_PV-401,2040.12.19.16,0.0821779
Anhui-Central_PV-402,2040.12.19.16,0.12825
Anhui-Central_PV-403,2040.12.19.16,0.149349
Anhui-Central_PV-404,2040.12.19.16,0.020995
Anhui-Central_PV_EP-ep-50012,2040.12.19.16,0.095193
Anhui-Central_PV_EP-ep-50026,2040.12.19.16,0.095193
Anhui-Central_PV_EP-ep-50053,2040.12.19.16,0.095193
Anhui-Central_PV_EP-ep-50083,2040.12.19.16,0.095193
Anhui-Central_PV_EP-ep-50112,2040.12.19.16,0.095193
Anhui-Central_PV_EP-ep-50143,2040.12.19.16,0.095193
Anhui-Central_PV_EP-ep-50173,2040.12.19.16,0.095193
Anhui-Commercial_PV-2,2040.12.19.16,0.0796899
Anhui-Commercial_PV-3,2040.12.19.16,0.0850287
Anhui-Commercial_PV-4,2040.12.19.16,0.0158853
Anhui-Residential_PV-201,2040.12.19.16,0.0529523
Anhui-Residential_PV-202,2040.12.19.16,0.0800393
Anhui-Residential_PV-203,2040.12.19.16,0.0845907
Anhui-Residential_PV-204,2040.12.19.16,0.018447
Anhui-Wind-1081,2040.12.19.16,0.198002
Anhui-Wind-1082,2040.12.19.16,0.198002
Anhui-Wind-1083,2040.12.19.16,0.198002
Anhui-Wind-1155,2040.12.19.16,0.198002
Anhui-Wind-1158,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40078,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40103,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40131,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40160,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40186,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40214,2040.12.19.16,0.198002
Anhui-Wind_EP-ep-40256,2040.12.19.16,0.198002
Fujian-Central_PV-407,2040.12.19.16,0.0518383
Fujian-Central_PV-408,2040.12.19.16,0.0397642
Fujian-Central_PV-409,2040.12.19.16,0.118448
Fujian-Central_PV-410,2040.12.19.16,0.171475
Fujian-Central_PV-411,2040.12.19.16,0.193566
Fujian-Central_PV-600,2040.12.19.16,0.155377
Fujian-Central_PV_EP-ep-50028,2040.12.19.16,0.121745
Fujian-Central_PV_EP-ep-50057,2040.12.19.16,0.121745
Fujian-Central_PV_EP-ep-50086,2040.12.19.16,0.121745
Fujian-Central_PV_EP-ep-50116,2040.12.19.16,0.121745
Fujian-Central_PV_EP-ep-50147,2040.12.19.16,0.121745
Fujian-Central_PV_EP-ep-50175,2040.12.19.16,0.121745
Fujian-Commercial_PV-10,2040.12.19.16,0.105637
Fujian-Commercial_PV-11,2040.12.19.16,0.111681
Fujian-Commercial_PV-200,2040.12.19.16,0.0956012
Fujian-Commercial_PV-7,2040.12.19.16,0.0395861
Fujian-Commercial_PV-8,2040.12.19.16,0.0344802
Fujian-Commercial_PV-9,2040.12.19.16,0.0818693
Fujian-Offshore_Wind-13118,2040.12.19.16,0.41956
Fujian-Residential_PV-207,2040.12.19.16,0.0411668
Fujian-Residential_PV-208,2040.12.19.16,0.036302
Fujian-Residential_PV-209,2040.12.19.16,0.0818076
Fujian-Residential_PV-210,2040.12.19.16,0.104651
Fujian-Residential_PV-211,2040.12.19.16,0.110316
Fujian-Residential_PV-400,2040.12.19.16,0.0950158
Fujian-Wind-1021,2040.12.19.16,0.461097
Fujian-Wind-1022,2040.12.19.16,0.461097
Fujian-Wind-1024,2040.12.19.16,0.461097
Fujian-Wind-1029,2040.12.19.16,0.461097
Fujian-Wind-1035,2040.12.19.16,0.461097
Fujian-Wind-1042,2040.12.19.16,0.461097
Fujian-Wind-1044,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40001,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40008,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40025,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40045,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40106,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40133,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40162,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40190,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40218,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40241,2040.12.19.16,0.461097
Fujian-Wind_EP-ep-40259,2040.12.19.16,0.461097
Jiangsu-Central_PV-474,2040.12.19.16,0.0288529
Jiangsu-Central_PV-475,2040.12.19.16,0.0211881
Jiangsu-Central_PV-476,2040.12.19.16,0.016697
Jiangsu-Central_PV-477,2040.12.19.16,0.022621
Jiangsu-Central_PV-478,2040.12.19.16,0.0485645
Jiangsu-Central_PV-570,2040.12.19.16,0.0683066
Jiangsu-Central_PV-571,2040.12.19.16,0.0151823
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.16,0.0316303
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.16,0.0316303
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.16,0.0316303
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.16,0.0316303
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.16,0.0316303
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.16,0.0316303
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.16,0.0316303
Jiangsu-Commercial_PV-129,2040.12.19.16,0.836097
Jiangsu-Commercial_PV-170,2040.12.19.16,0.0410821
Jiangsu-Commercial_PV-74,2040.12.19.16,0.0181624
Jiangsu-Commercial_PV-75,2040.12.19.16,0.0109331
Jiangsu-Commercial_PV-76,2040.12.19.16,0.00766398
Jiangsu-Commercial_PV-77,2040.12.19.16,0.0112593
Jiangsu-Commercial_PV-78,2040.12.19.16,0.0269723
Jiangsu-Offshore_Wind-13135,2040.12.19.16,0.0416749
Jiangsu-Residential_PV-274,2040.12.19.16,0.0207203
Jiangsu-Residential_PV-275,2040.12.19.16,0.0137687
Jiangsu-Residential_PV-276,2040.12.19.16,0.010605
Jiangsu-Residential_PV-277,2040.12.19.16,0.0140589
Jiangsu-Residential_PV-278,2040.12.19.16,0.0291555
Jiangsu-Residential_PV-357,2040.12.19.16,0.171728
Jiangsu-Residential_PV-370,2040.12.19.16,0.0428454
Jiangsu-Wind-1078,2040.12.19.16,0.0193031
Jiangsu-Wind-1079,2040.12.19.16,0.0193031
Jiangsu-Wind-1080,2040.12.19.16,0.0193031
Jiangsu-Wind-1084,2040.12.19.16,0.0193031
Jiangsu-Wind-1085,2040.12.19.16,0.0193031
Jiangsu-Wind-1088,2040.12.19.16,0.0193031
Jiangsu-Wind-1089,2040.12.19.16,0.0193031
Jiangsu-Wind-1092,2040.12.19.16,0.0193031
Jiangsu-Wind-1093,2040.12.19.16,0.0193031
Jiangsu-Wind-1094,2040.12.19.16,0.0193031
Jiangsu-Wind-1096,2040.12.19.16,0.0193031
Jiangsu-Wind-1159,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40015,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40031,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40053,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40089,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40116,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40143,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40172,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40200,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40227,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40249,2040.12.19.16,0.0193031
Jiangsu-Wind_EP-ep-40270,2040.12.19.16,0.0193031
Shanghai-Central_PV-509,2040.12.19.16,0.0204036
Shanghai-Central_PV_EP-ep-50003,2040.12.19.16,0.0204036
Shanghai-Central_PV_EP-ep-50005,2040.12.19.16,0.0204036
Shanghai-Central_PV_EP-ep-50044,2040.12.19.16,0.0204036
