GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
Jiangsu-EP_Coal_600_RC-ep-874,2009,2048,0.0
Jiangsu-EP_Coal_600_RC-ep-891,2008,2038,0.0
Jiangsu-EP_Coal_600_RC-ep-892,2007,2038,0.0
Jiangsu-EP_Coal_600_RC-ep-893,2012,2038,0.0
Jiangsu-EP_Coal_600_RC-ep-893,2012,2048,0.0
Jiangsu-EP_Coal_600_RC-ep-894,2010,2038,0.0
Jiangsu-EP_Coal_600_RC-ep-894,2010,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-3078,2016,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-3078,2016,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-861,2013,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-861,2013,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-862,2011,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-862,2011,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-865,2010,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-865,2010,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-866,2010,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-866,2010,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-867,2010,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-867,2010,2048,0.0
Jiangsu-EP_Coal_600_SEA-ep-868,2010,2038,0.0
Jiangsu-EP_Coal_600_SEA-ep-868,2010,2048,0.0
Jiangsu-Gas_CCGT_OT-11943,2038,2038,0.0
Jiangsu-Gas_CCGT_OT-11943,2038,2048,0.0
Jiangsu-Gas_CCGT_OT-11943,2048,2048,0.0
Jiangsu-Gas_CCGT_OT-11961,2038,2038,0.0
Jiangsu-Gas_CCGT_OT-11961,2038,2048,0.0
Jiangsu-Gas_CCGT_OT-11961,2048,2048,0.0
Jiangsu-Gas_CCGT_OT-11979,2038,2038,0.0
Jiangsu-Gas_CCGT_OT-11979,2038,2048,0.0
Jiangsu-Gas_CCGT_OT-11979,2048,2048,0.0
Jiangsu-Gas_CCGT_OT-12005,2038,2038,0.0
Jiangsu-Gas_CCGT_OT-12005,2038,2048,0.0
Jiangsu-Gas_CCGT_OT-12005,2048,2048,0.0
Jiangsu-Gas_CCGT_OT-12023,2038,2038,0.0
Jiangsu-Gas_CCGT_OT-12023,2038,2048,0.0
Jiangsu-Gas_CCGT_OT-12023,2048,2048,0.0
Jiangsu-Gas_CCGT_RC-11953,2038,2038,0.0
Jiangsu-Gas_CCGT_RC-11953,2038,2048,0.0
Jiangsu-Gas_CCGT_RC-11953,2048,2048,0.0
Jiangsu-Gas_CCGT_RC-11971,2038,2038,0.0
Jiangsu-Gas_CCGT_RC-11971,2038,2048,0.0
Jiangsu-Gas_CCGT_RC-11971,2048,2048,0.0
Jiangsu-Gas_CCGT_RC-11989,2038,2038,0.0
Jiangsu-Gas_CCGT_RC-11989,2038,2048,0.0
Jiangsu-Gas_CCGT_RC-11989,2048,2048,0.0
Jiangsu-Gas_CCGT_RC-12015,2038,2038,0.0
Jiangsu-Gas_CCGT_RC-12015,2038,2048,0.0
Jiangsu-Gas_CCGT_RC-12015,2048,2048,0.0
Jiangsu-Gas_CCGT_RC-12033,2038,2038,0.0
Jiangsu-Gas_CCGT_RC-12033,2038,2048,0.0
Jiangsu-Gas_CCGT_RC-12033,2048,2048,0.0
Jiangsu-Gas_CCGT_SEA-11997,2038,2038,0.0
Jiangsu-Gas_CCGT_SEA-11997,2038,2048,0.0
Jiangsu-Gas_CCGT_SEA-11997,2048,2048,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2038,2038,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2038,2048,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2048,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30016,1981,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30016,1981,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30047,1982,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30047,1982,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30078,1983,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30078,1983,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30109,1984,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30109,1984,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30140,1985,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30140,1985,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30171,1986,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30171,1986,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30202,1987,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30202,1987,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30233,1988,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30233,1988,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30264,1989,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30264,1989,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30295,1990,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30295,1990,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30326,1991,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30326,1991,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30357,1992,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30357,1992,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30388,1993,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30388,1993,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30419,1994,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30419,1994,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30450,1995,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30450,1995,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30481,1996,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30481,1996,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30512,1997,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30512,1997,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30543,1998,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30543,1998,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30616,2001,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30616,2001,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30639,2002,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30639,2002,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30662,2003,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30662,2003,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30733,2005,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30733,2005,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30824,2008,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30824,2008,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30896,2014,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30896,2014,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30907,2015,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30907,2015,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30928,2016,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30928,2016,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30957,2017,2038,0.0
Jiangsu-Hydro_NonPumped-ep-30957,2017,2048,0.0
Jiangsu-Hydro_Pumped-ep-35005,2010,2038,475.1898820516438
Jiangsu-Hydro_Pumped-ep-35005,2010,2048,0.0
Jiangsu-Hydro_Pumped-ep-35022,2002,2038,43.49962303658403
Jiangsu-Hydro_Pumped-ep-35022,2002,2048,0.0
Jiangsu-Hydro_Pumped-ep-35028,2008,2038,434.9962303658404
Jiangsu-Hydro_Pumped-ep-35028,2008,2048,0.0
Jiangsu-Hydro_Pumped-ep-35037,2020,2038,587.2449109938856
Jiangsu-Hydro_Pumped-ep-35037,2020,2048,0.0
Jiangsu-Nuclear_EP_SEA-ep-3085,2020,2038,0.0
Jiangsu-Nuclear_EP_SEA-ep-3085,2020,2048,0.0
Jiangsu-Nuclear_EP_SEA-ep-3086,2020,2038,0.0
Jiangsu-Nuclear_EP_SEA-ep-3086,2020,2048,0.0
Jiangsu-Nuclear_EP_SEA-ep-60012,2007,2038,0.0
Jiangsu-Nuclear_EP_SEA-ep-60013,2007,2038,0.0
Jiangsu-Nuclear_SEA-13132,2038,2038,0.0
Jiangsu-Nuclear_SEA-13132,2038,2048,0.0
Jiangsu-Nuclear_SEA-13132,2048,2048,0.0
Jiangsu-Nuclear_SMR-13140,2038,2038,0.0
Jiangsu-Nuclear_SMR-13140,2038,2048,0.0
Jiangsu-Nuclear_SMR-13140,2048,2048,0.0
Jiangsu-Offshore_Wind-13135,2038,2038,0.0
Jiangsu-Offshore_Wind-13135,2038,2048,0.0
Jiangsu-Offshore_Wind-13135,2048,2048,0.0
Jiangsu-Residential_PV-274,2038,2038,0.0
Jiangsu-Residential_PV-274,2038,2048,0.0
Jiangsu-Residential_PV-274,2048,2048,0.0
Jiangsu-Residential_PV-275,2038,2038,0.0
Jiangsu-Residential_PV-275,2038,2048,0.0
Jiangsu-Residential_PV-275,2048,2048,0.0
Jiangsu-Residential_PV-276,2038,2038,0.0
Jiangsu-Residential_PV-276,2038,2048,0.0
Jiangsu-Residential_PV-276,2048,2048,0.0
Jiangsu-Residential_PV-277,2038,2038,0.0
Jiangsu-Residential_PV-277,2038,2048,0.0
Jiangsu-Residential_PV-277,2048,2048,0.0
Jiangsu-Residential_PV-278,2038,2038,0.0
Jiangsu-Residential_PV-278,2038,2048,0.0
Jiangsu-Residential_PV-278,2048,2048,0.0
Jiangsu-Residential_PV-357,2038,2038,0.0
Jiangsu-Residential_PV-357,2038,2048,0.0
Jiangsu-Residential_PV-357,2048,2048,0.0
Jiangsu-Residential_PV-370,2038,2038,0.0
Jiangsu-Residential_PV-370,2038,2048,0.0
Jiangsu-Residential_PV-370,2048,2048,0.0
Jiangsu-Wind-1078,2038,2038,0.0
Jiangsu-Wind-1078,2038,2048,0.0
Jiangsu-Wind-1078,2048,2048,0.0
Jiangsu-Wind-1079,2038,2038,0.0
Jiangsu-Wind-1079,2038,2048,0.0
Jiangsu-Wind-1079,2048,2048,0.0
Jiangsu-Wind-1080,2038,2038,0.0
Jiangsu-Wind-1080,2038,2048,0.0
Jiangsu-Wind-1080,2048,2048,0.0
Jiangsu-Wind-1084,2038,2038,0.0
Jiangsu-Wind-1084,2038,2048,0.0
Jiangsu-Wind-1084,2048,2048,0.0
Jiangsu-Wind-1085,2038,2038,0.0
Jiangsu-Wind-1085,2038,2048,0.0
Jiangsu-Wind-1085,2048,2048,0.0
Jiangsu-Wind-1088,2038,2038,0.0
Jiangsu-Wind-1088,2038,2048,0.0
Jiangsu-Wind-1088,2048,2048,0.0
Jiangsu-Wind-1089,2038,2038,0.0
Jiangsu-Wind-1089,2038,2048,0.0
Jiangsu-Wind-1089,2048,2048,0.0
Jiangsu-Wind-1092,2038,2038,0.0
Jiangsu-Wind-1092,2038,2048,0.0
Jiangsu-Wind-1092,2048,2048,0.0
Jiangsu-Wind-1093,2038,2038,0.0
Jiangsu-Wind-1093,2038,2048,0.0
Jiangsu-Wind-1093,2048,2048,0.0
Jiangsu-Wind-1094,2038,2038,0.0
Jiangsu-Wind-1094,2038,2048,0.0
Jiangsu-Wind-1094,2048,2048,0.0
Jiangsu-Wind-1096,2038,2038,0.0
Jiangsu-Wind-1096,2038,2048,0.0
Jiangsu-Wind-1096,2048,2048,0.0
Jiangsu-Wind-1159,2038,2038,0.0
Jiangsu-Wind-1159,2038,2048,0.0
Jiangsu-Wind-1159,2048,2048,0.0
Jiangsu-Wind_EP-ep-40053,2009,2038,0.0
Jiangsu-Wind_EP-ep-40089,2012,2038,0.0
Jiangsu-Wind_EP-ep-40116,2013,2038,0.0
Jiangsu-Wind_EP-ep-40143,2014,2038,0.0
Jiangsu-Wind_EP-ep-40172,2015,2038,0.0
Jiangsu-Wind_EP-ep-40200,2016,2038,0.0
Jiangsu-Wind_EP-ep-40227,2017,2038,0.0
Jiangsu-Wind_EP-ep-40249,2010,2038,0.0
Jiangsu-Wind_EP-ep-40270,2011,2038,0.0
Jiangsu_Fuel_Cell,2038,2038,0.0
Jiangsu_Fuel_Cell,2038,2048,0.0
Jiangsu_Fuel_Cell,2048,2048,0.0
Shanghai-Battery_Storage-11180,2038,2038,0.0
Shanghai-Battery_Storage-11180,2038,2048,0.0
Shanghai-Battery_Storage-11180,2048,2048,0.0
Shanghai-Central_PV-509,2038,2038,0.0
Shanghai-Central_PV-509,2038,2048,0.0
Shanghai-Central_PV-509,2048,2048,0.0
Shanghai-Central_PV_EP-ep-50003,2016,2038,0.0
Shanghai-Central_PV_EP-ep-50005,2011,2038,0.0
Shanghai-Central_PV_EP-ep-50044,2013,2038,0.0
Shanghai-Central_PV_EP-ep-50074,2014,2038,0.0
Shanghai-Central_PV_EP-ep-50103,2015,2038,0.0
Shanghai-Central_PV_EP-ep-50164,2017,2038,0.0
Shanghai-Coal_1000_OT-11911,2038,2038,0.0
Shanghai-Coal_1000_OT-11911,2038,2048,0.0
Shanghai-Coal_1000_OT-11911,2048,2048,0.0
Shanghai-Coal_1000_OT-11911_CCS,2038,2038,0.0
Shanghai-Coal_1000_OT-11911_CCS,2038,2048,0.0
Shanghai-Coal_1000_OT-11911_CCS,2048,2048,0.0
Shanghai-Coal_1000_OT-11911_H2,2038,2038,0.0
Shanghai-Coal_1000_OT-11911_H2,2038,2048,0.0
Shanghai-Coal_1000_OT-11911_H2,2048,2048,0.0
Shanghai-Coal_1000_RC-11919,2038,2038,0.0
Shanghai-Coal_1000_RC-11919,2038,2048,0.0
Shanghai-Coal_1000_RC-11919,2048,2048,0.0
Shanghai-Coal_1000_RC-11919_CCS,2038,2038,0.0
Shanghai-Coal_1000_RC-11919_CCS,2038,2048,0.0
Shanghai-Coal_1000_RC-11919_CCS,2048,2048,0.0
Shanghai-Coal_1000_RC-11919_H2,2038,2038,0.0
Shanghai-Coal_1000_RC-11919_H2,2038,2048,0.0
Shanghai-Coal_1000_RC-11919_H2,2048,2048,0.0
Shanghai-Coal_1000_SEA-11929,2038,2038,0.0
Shanghai-Coal_1000_SEA-11929,2038,2048,0.0
Shanghai-Coal_1000_SEA-11929,2048,2048,0.0
Shanghai-Coal_1000_SEA-11929_CCS,2038,2038,0.0
Shanghai-Coal_1000_SEA-11929_CCS,2038,2048,0.0
Shanghai-Coal_1000_SEA-11929_CCS,2048,2048,0.0
Shanghai-Coal_1000_SEA-11929_H2,2038,2038,0.0
Shanghai-Coal_1000_SEA-11929_H2,2038,2048,0.0
Shanghai-Coal_1000_SEA-11929_H2,2048,2048,0.0
Shanghai-Coal_300_OT-11915,2038,2038,0.0
Shanghai-Coal_300_OT-11915,2038,2048,0.0
Shanghai-Coal_300_OT-11915,2048,2048,0.0
Shanghai-Coal_300_OT-11915_CCS,2038,2038,0.0
Shanghai-Coal_300_OT-11915_CCS,2038,2048,0.0
Shanghai-Coal_300_OT-11915_CCS,2048,2048,0.0
Shanghai-Coal_300_OT-11915_H2,2038,2038,0.0
Shanghai-Coal_300_OT-11915_H2,2038,2048,0.0
Shanghai-Coal_300_OT-11915_H2,2048,2048,0.0
Shanghai-Coal_300_RC-11923,2038,2038,0.0
Shanghai-Coal_300_RC-11923,2038,2048,0.0
Shanghai-Coal_300_RC-11923,2048,2048,0.0
Shanghai-Coal_300_RC-11923_CCS,2038,2038,0.0
Shanghai-Coal_300_RC-11923_CCS,2038,2048,0.0
Shanghai-Coal_300_RC-11923_CCS,2048,2048,0.0
Shanghai-Coal_300_RC-11923_H2,2038,2038,0.0
Shanghai-Coal_300_RC-11923_H2,2038,2048,0.0
Shanghai-Coal_300_RC-11923_H2,2048,2048,0.0
Shanghai-Coal_300_SEA-11933,2038,2038,0.0
Shanghai-Coal_300_SEA-11933,2038,2048,-0.0
Shanghai-Coal_300_SEA-11933,2048,2048,0.0
Shanghai-Coal_300_SEA-11933_CCS,2038,2038,0.0
Shanghai-Coal_300_SEA-11933_CCS,2038,2048,0.0
Shanghai-Coal_300_SEA-11933_CCS,2048,2048,0.0
Shanghai-Coal_300_SEA-11933_H2,2038,2038,0.0
Shanghai-Coal_300_SEA-11933_H2,2038,2048,0.0
Shanghai-Coal_300_SEA-11933_H2,2048,2048,0.0
Shanghai-Coal_600_OT-11913,2038,2038,0.0
Shanghai-Coal_600_OT-11913,2038,2048,0.0
Shanghai-Coal_600_OT-11913,2048,2048,0.0
Shanghai-Coal_600_OT-11913_CCS,2038,2038,0.0
Shanghai-Coal_600_OT-11913_CCS,2038,2048,0.0
Shanghai-Coal_600_OT-11913_CCS,2048,2048,0.0
Shanghai-Coal_600_OT-11913_H2,2038,2038,0.0
Shanghai-Coal_600_OT-11913_H2,2038,2048,0.0
Shanghai-Coal_600_OT-11913_H2,2048,2048,0.0
Shanghai-Coal_600_RC-11921,2038,2038,0.0
Shanghai-Coal_600_RC-11921,2038,2048,-0.0
Shanghai-Coal_600_RC-11921,2048,2048,0.0
Shanghai-Coal_600_RC-11921_CCS,2038,2038,0.0
Shanghai-Coal_600_RC-11921_CCS,2038,2048,0.0
Shanghai-Coal_600_RC-11921_CCS,2048,2048,0.0
Shanghai-Coal_600_RC-11921_H2,2038,2038,0.0
Shanghai-Coal_600_RC-11921_H2,2038,2048,0.0
Shanghai-Coal_600_RC-11921_H2,2048,2048,0.0
Shanghai-Coal_600_SEA-11931,2038,2038,0.0
Shanghai-Coal_600_SEA-11931,2038,2048,-0.0
Shanghai-Coal_600_SEA-11931,2048,2048,0.0
Shanghai-Coal_600_SEA-11931_CCS,2038,2038,0.0
Shanghai-Coal_600_SEA-11931_CCS,2038,2048,0.0
Shanghai-Coal_600_SEA-11931_CCS,2048,2048,0.0
Shanghai-Coal_600_SEA-11931_H2,2038,2038,0.0
Shanghai-Coal_600_SEA-11931_H2,2038,2048,0.0
Shanghai-Coal_600_SEA-11931_H2,2048,2048,0.0
Shanghai-Coal_IGCC_RC-11925,2038,2038,0.0
Shanghai-Coal_IGCC_RC-11925,2038,2048,0.0
Shanghai-Coal_IGCC_RC-11925,2048,2048,0.0
Shanghai-Coal_IGCC_RC-11925_CCS,2038,2038,0.0
Shanghai-Coal_IGCC_RC-11925_CCS,2038,2048,0.0
Shanghai-Coal_IGCC_RC-11925_CCS,2048,2048,0.0
Shanghai-Coal_IGCC_RC-11925_H2,2038,2038,0.0
Shanghai-Coal_IGCC_RC-11925_H2,2038,2048,0.0
Shanghai-Coal_IGCC_RC-11925_H2,2048,2048,0.0
Shanghai-Commercial_PV-109,2038,2038,0.0
Shanghai-Commercial_PV-109,2038,2048,0.0
Shanghai-Commercial_PV-109,2048,2048,0.0
Shanghai-EP_Coal_1000_OT-ep-789,2008,2038,0.0
Shanghai-EP_Coal_1000_OT-ep-790,2008,2038,0.0
Shanghai-EP_Coal_1000_OT-ep-791,2004,2038,0.0
Shanghai-EP_Coal_1000_OT-ep-792,2004,2038,0.0
Shanghai-EP_Coal_1000_SEA-ep-787,2010,2038,0.0
Shanghai-EP_Coal_1000_SEA-ep-787,2010,2048,0.0
Shanghai-EP_Coal_1000_SEA-ep-788,2010,2038,0.0
Shanghai-EP_Coal_1000_SEA-ep-788,2010,2048,0.0
Shanghai-EP_Coal_300_OT-ep-809,2008,2038,0.0
Shanghai-EP_Coal_300_OT-ep-823,2010,2038,0.0
Shanghai-EP_Coal_300_OT-ep-824,2010,2038,0.0
Shanghai-EP_Coal_600_OT-ep-793,2009,2038,0.0
Shanghai-EP_Coal_600_OT-ep-793,2009,2048,0.0
Shanghai-EP_Coal_600_OT-ep-794,2009,2038,0.0
Shanghai-EP_Coal_600_OT-ep-794,2009,2048,0.0
Shanghai-EP_Coal_600_RC-ep-795,2001,2038,0.0
Shanghai-EP_Coal_600_RC-ep-796,2000,2038,0.0
Shanghai-Gas_CCGT_OT-11917,2038,2038,0.0
Shanghai-Gas_CCGT_OT-11917,2038,2048,0.0
Shanghai-Gas_CCGT_OT-11917,2048,2048,0.0
Shanghai-Gas_CCGT_RC-11927,2038,2038,0.0
Shanghai-Gas_CCGT_RC-11927,2038,2048,0.0
Shanghai-Gas_CCGT_RC-11927,2048,2048,0.0
Shanghai-Gas_CCGT_SEA-11935,2038,2038,0.0
Shanghai-Gas_CCGT_SEA-11935,2038,2048,0.0
Shanghai-Gas_CCGT_SEA-11935,2048,2048,0.0
Shanghai-Gas_Combustion_Turbine_RC-13158,2038,2038,0.0
Shanghai-Gas_Combustion_Turbine_RC-13158,2038,2048,0.0
Shanghai-Gas_Combustion_Turbine_RC-13158,2048,2048,0.0
Shanghai-Offshore_Wind-13152,2038,2038,-0.0
Shanghai-Offshore_Wind-13152,2038,2048,-0.0
Shanghai-Offshore_Wind-13152,2048,2048,0.0
Shanghai-Residential_PV-309,2038,2038,0.0
Shanghai-Residential_PV-309,2038,2048,0.0
Shanghai-Residential_PV-309,2048,2048,0.0
Shanghai-Wind-1068,2038,2038,-0.0
Shanghai-Wind-1068,2038,2048,-0.0
Shanghai-Wind-1068,2048,2048,0.0
Shanghai-Wind-1069,2038,2038,-0.0
Shanghai-Wind-1069,2038,2048,-0.0
Shanghai-Wind-1069,2048,2048,0.0
Shanghai-Wind-1072,2038,2038,-0.0
Shanghai-Wind-1072,2038,2048,-0.0
Shanghai-Wind-1072,2048,2048,0.0
Shanghai-Wind_EP-ep-40003,2016,2038,100.8
Shanghai-Wind_EP-ep-40070,2011,2038,69.4
Shanghai-Wind_EP-ep-40096,2012,2038,20.0
Shanghai-Wind_EP-ep-40124,2013,2038,88.0
Shanghai-Wind_EP-ep-40151,2014,2038,48.0
Shanghai-Wind_EP-ep-40179,2015,2038,245.7
Shanghai-Wind_EP-ep-40255,2010,2038,100.0
Shanghai_Fuel_Cell,2038,2038,0.0
Shanghai_Fuel_Cell,2038,2048,0.0
Shanghai_Fuel_Cell,2048,2048,0.0
Zhejiang-Battery_Storage-11181,2038,2038,0.0
Zhejiang-Battery_Storage-11181,2038,2048,0.0
Zhejiang-Battery_Storage-11181,2048,2048,0.0
Zhejiang-Central_PV-547,2038,2038,0.0
Zhejiang-Central_PV-547,2038,2048,0.0
Zhejiang-Central_PV-547,2048,2048,0.0
Zhejiang-Central_PV-548,2038,2038,0.0
Zhejiang-Central_PV-548,2038,2048,0.0
Zhejiang-Central_PV-548,2048,2048,0.0
Zhejiang-Central_PV-549,2038,2038,0.0
Zhejiang-Central_PV-549,2038,2048,0.0
Zhejiang-Central_PV-549,2048,2048,0.0
Zhejiang-Central_PV-550,2038,2038,0.0
Zhejiang-Central_PV-550,2038,2048,0.0
Zhejiang-Central_PV-550,2048,2048,0.0
Zhejiang-Central_PV-551,2038,2038,0.0
Zhejiang-Central_PV-551,2038,2048,0.0
Zhejiang-Central_PV-551,2048,2048,0.0
Zhejiang-Central_PV_EP-ep-50011,2011,2038,0.0
Zhejiang-Central_PV_EP-ep-50025,2012,2038,0.0
Zhejiang-Central_PV_EP-ep-50052,2013,2038,0.0
Zhejiang-Central_PV_EP-ep-50082,2014,2038,0.0
Zhejiang-Central_PV_EP-ep-50111,2015,2038,0.0
Zhejiang-Central_PV_EP-ep-50142,2016,2038,0.0
Zhejiang-Central_PV_EP-ep-50171,2017,2038,0.0
Zhejiang-Coal_1000_OT-12063,2038,2038,0.0
Zhejiang-Coal_1000_OT-12063,2038,2048,0.0
Zhejiang-Coal_1000_OT-12063,2048,2048,0.0
Zhejiang-Coal_1000_OT-12063_CCS,2038,2038,0.0
Zhejiang-Coal_1000_OT-12063_CCS,2038,2048,0.0
Zhejiang-Coal_1000_OT-12063_CCS,2048,2048,0.0
Zhejiang-Coal_1000_OT-12063_H2,2038,2038,0.0
Zhejiang-Coal_1000_OT-12063_H2,2038,2048,0.0
Zhejiang-Coal_1000_OT-12063_H2,2048,2048,0.0
Zhejiang-Coal_1000_RC-12035,2038,2038,0.0
Zhejiang-Coal_1000_RC-12035,2038,2048,-0.0
Zhejiang-Coal_1000_RC-12035,2048,2048,0.0
Zhejiang-Coal_1000_RC-12035_CCS,2038,2038,0.0
Zhejiang-Coal_1000_RC-12035_CCS,2038,2048,0.0
Zhejiang-Coal_1000_RC-12035_CCS,2048,2048,0.0
Zhejiang-Coal_1000_RC-12035_H2,2038,2038,0.0
Zhejiang-Coal_1000_RC-12035_H2,2038,2048,0.0
Zhejiang-Coal_1000_RC-12035_H2,2048,2048,0.0
Zhejiang-Coal_1000_RC-12045,2038,2038,0.0
Zhejiang-Coal_1000_RC-12045,2038,2048,-0.0
Zhejiang-Coal_1000_RC-12045,2048,2048,0.0
Zhejiang-Coal_1000_RC-12045_CCS,2038,2038,0.0
Zhejiang-Coal_1000_RC-12045_CCS,2038,2048,0.0
Zhejiang-Coal_1000_RC-12045_CCS,2048,2048,0.0
Zhejiang-Coal_1000_RC-12045_H2,2038,2038,0.0
Zhejiang-Coal_1000_RC-12045_H2,2038,2048,0.0
Zhejiang-Coal_1000_RC-12045_H2,2048,2048,0.0
Zhejiang-Coal_1000_RC-12071,2038,2038,0.0
Zhejiang-Coal_1000_RC-12071,2038,2048,-0.0
Zhejiang-Coal_1000_RC-12071,2048,2048,0.0
Zhejiang-Coal_1000_RC-12071_CCS,2038,2038,0.0
Zhejiang-Coal_1000_RC-12071_CCS,2038,2048,0.0
Zhejiang-Coal_1000_RC-12071_CCS,2048,2048,0.0
Zhejiang-Coal_1000_RC-12071_H2,2038,2038,0.0
Zhejiang-Coal_1000_RC-12071_H2,2038,2048,0.0
Zhejiang-Coal_1000_RC-12071_H2,2048,2048,0.0
Zhejiang-Coal_1000_RC-12089,2038,2038,0.0
Zhejiang-Coal_1000_RC-12089,2038,2048,0.0
Zhejiang-Coal_1000_RC-12089,2048,2048,0.0
Zhejiang-Coal_1000_RC-12089_CCS,2038,2038,0.0
Zhejiang-Coal_1000_RC-12089_CCS,2038,2048,0.0
Zhejiang-Coal_1000_RC-12089_CCS,2048,2048,0.0
Zhejiang-Coal_1000_RC-12089_H2,2038,2038,0.0
Zhejiang-Coal_1000_RC-12089_H2,2038,2048,0.0
Zhejiang-Coal_1000_RC-12089_H2,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12055,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12055,2038,2048,-0.0
Zhejiang-Coal_1000_SEA-12055,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12055_CCS,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12055_CCS,2038,2048,0.0
Zhejiang-Coal_1000_SEA-12055_CCS,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12055_H2,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12055_H2,2038,2048,0.0
Zhejiang-Coal_1000_SEA-12055_H2,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12081,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12081,2038,2048,-0.0
Zhejiang-Coal_1000_SEA-12081,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12081_CCS,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12081_CCS,2038,2048,0.0
Zhejiang-Coal_1000_SEA-12081_CCS,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12081_H2,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12081_H2,2038,2048,0.0
Zhejiang-Coal_1000_SEA-12081_H2,2048,2048,0.0
Zhejiang-Coal_1000_SEA-12099,2038,2038,0.0
Zhejiang-Coal_1000_SEA-12099,2038,2048,-0.0
